id,list_id,titre,prix,devise,ville,secteur,localisation,marque,modele,annee,kilometrage,carburant,boite_vitesses,puissance_fiscale,etat,origine,premiere_main,nombre_portes,equipements,vendeur,type_vendeur,telephone,date_publication,description,url
77357222,57882666,Ford Focus,117000,DH,Kénitra,Ouled Oujih,"Kénitra, Ouled Oujih",Ford,Focus,2012,230000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Brahim Abdlaou,private,0661962030,2026-05-07T13:44:01Z,"Prix à négocier, bienvenue",https://www.avito.ma/fr/ouled_oujih/voitures_d_occasion/Ford_Focus_57882666.htm
77357159,57882597,Peugeot 2008 Diesel Automatique 2021 à Rabat,,,Rabat,Hay el Fath,"Rabat, Hay el Fath",Peugeot,2008,2021,60000,Diesel,Automatique,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Md auto,shop,0699102292,2026-05-07T13:32:03Z,Peugeot 2008 2021-60.000km WW Maroc diesel 6cv,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Peugeot_2008_Diesel_Automatique_2021_à_Rabat_57882597.htm
77357133,57882578,Ford Focus 2013 très bon état,120000,DH,Salé,Toute la ville,"Salé, Toute la ville",Ford,Focus,2013,205000,Diesel,Manuelle,6 CV,,,,,"Caméra de recul, Climatisation, Jantes aluminium, Vitres électriques",Amine,private,0677456129,2026-05-07T13:28:01Z,Voiture Ford Focus 2013 bien entretenue 205000 km Ville de Salé,https://www.avito.ma/fr/salé/voitures_d_occasion/Ford_Focus_2013_très_bon_état_57882578.htm
77357136,57882580,Kia Ceed Diesel Mild Hybrid 73k 2022 à Tétouan,185000,DH,Tétouan,Centre ville,"Tétouan, Centre ville",Kia,Ceed,2022,72000,Diesel,Automatique,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",ABITO,shop,0661386100,2026-05-07T13:28:01Z,"Je vends une Kia Ceed Diesel Micro Hybrid Automatique de 2022 en excellent état. - Kilométrage : 72 000 km - Première main, origine WW au Maroc - Boite de vitesses automatique - Jantes aluminium - Airbags, ABS, ESP - Climatisation - Radar et caméra de recul - Sièges en cuir - Système de navigation GPS - Vitres électriques - Régulateur et limiteur de vitesse - Ordinateur de bord - Lecteur CD MP3 Bluetooth - Verrouillage centralisé à distance - 5 portes Contactez-moi pour plus d'informations.",https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Kia_Ceed_Diesel_Mild_Hybrid_73k_2022_à_Tétouan_57882580.htm
77089922,57633372,Tiguan R line 2022,450000,DH,Casablanca,Derb Ghallef,"Casablanca, Derb Ghallef",Volkswagen,Tiguan,2022,116000,Diesel,Automatique,8 CV,Excellent,Dédouanée,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Khalid Khalid,private,0607585807,2026-05-07T13:19:52Z,"Je mets en vente une très belle Tiguan R-line 150ch model 2022/dedoinement 2026 kilomaitrage certifier voiture toute options , siège chauffant, jante 19 , angle mort, double toit panoramique ‚Clim digital, stationnements automatique , mâle électrique ‚Distronic plus , régulateur, limiteur de vitesse , caméra de recule ... pleins d'autre options à découvrir sur place, Matriculer A 56",https://www.avito.ma/fr/derb_ghallef/voitures_d_occasion/Tiguan_R_line_2022_57633372.htm
77390843,57913642,SEAT Tarraco FR 7 places à vendre,410000,DH,Marrakech,Guéliz,"Marrakech, Guéliz",Seat,Tarraco,2024,80000,Diesel,Automatique,8 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Adam,private,0617867199,2026-05-13T13:19:01Z,"À vendre Seat Tarraco FR 7 places, état irréprochable et full options. Ce SUV haut de gamme allie un design sportif à un confort familial exceptionnel. Boîte automatique DSG avec palettes au volant, toit panoramique ouvrant, cockpit digital, et grand écran tactile avec CarPlay/Android Auto. Elle est équipée de la caméra 360°, du Park Assist, du régulateur adaptatif et du hayon électrique. L'intérieur dispose de sièges baquets FR électriques à mémoire et d'un éclairage d'ambiance. Entretien complet à jour, pneus récents et aucun frais à prévoir. Disponible immédiatement. Contactez-moi pour plus d'infos ou une visite.",https://www.avito.ma/fr/guéliz/voitures_d_occasion/SEAT_Tarraco_FR_7_places_à_vendre_57913642.htm
77357085,57882536,BMW 114d état neuf,145000,DH,Kénitra,Bir Rami,"Kénitra, Bir Rami",BMW,Série 1,2013,126000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Radar de recul, Système de navigation/GPS, Vitres électriques",achraf mrini,private,0657801819,2026-05-07T13:20:01Z,Je vends une BMW 114 diesel état comme neuf et aucun problème mécanique. Kilométrage 126000. Une seule main.,https://www.avito.ma/fr/bir_rami/voitures_d_occasion/BMW_114d_état_neuf_57882536.htm
77357063,57882524,Ford Focus Diesel Manuelle 2020 à Safi,180000,DH,Safi,,Safi,Ford,Focus,2020,100000,Diesel,Manuelle,6 CV,Très bon,WW au Maroc,Oui,5,"ABS, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Vitres électriques",habibi,private,0614809016,2026-05-07T13:16:53Z,À vendre : Ford Focus Diesel Manuelle de 2020 en très bon état. - Kilométrage : 100 000 km - Jantes aluminium - Climatisation - Radar de recul et caméra de recul - Régulateur et limiteur de vitesse - Ordinateur de bord Me contacter uniquement sur WhatsApp,https://www.avito.ma/fr/safi/voitures_d_occasion/Ford_Focus_Diesel_Manuelle_2020_à_Safi_57882524.htm
77356997,57882469,Mercedes E250 coupé Modèle 2010 diwana 2015,144444,DH,Casablanca,Hay El Farah,"Casablanca, Hay El Farah",Mercedes-Benz,Classe E,2010,184000,Diesel,Manuelle,9 CV,Très bon,Dédouanée,Non,3,"Airbags, Climatisation, Jantes aluminium, Sièges cuir",OUSSAMA,private,0693371957,2026-05-07T13:09:51Z,Mercedes E250 coupé Modèle 2010 diwana 2015 - Diesel 9 cv dariba 1500 DH km 184000 avec 2 clés originales ( vidange yalah darto ) vraiment trés Bon voiture - carte grise,https://www.avito.ma/fr/hay_el_farah/voitures_d_occasion/Mercedes_E250_coupé_Modèle_2010_diwana_2015_57882469.htm
77356998,57882450,Mercedes-Benz Classe ML Diesel Automatique 2012,130000,DH,Kénitra,Ouled Oujih,"Kénitra, Ouled Oujih",Mercedes-Benz,Classe ML,2012,300000,Diesel,Automatique,9 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",abdelatif,private,0611526436,2026-05-07T13:08:01Z,Je propose à la vente une Mercedes-Benz Classe ML Diesel Automatique de 2012 en excellent état. - Kilométrage : 300 000 km - Jantes aluminium - Airbags - Climatisation - Système de navigation GPS - Toit ouvrant - ESP - Ordinateur de bord - ABS - Lecteur CD MP3 Bluetooth - Vitres électriques - Caméra de recul - Limiteur de vitesse - Radar de recul - Sièges en cuir - Régulateur de vitesse - Verrouillage centralisé à distance - Marque : Mercedes-Benz - Modèle : Classe ML - Année-Modèle : 2012 - Puissance fiscale : 9 CV - Carburant : Diesel - Boîte de vitesses : Automatique - Origine : WW au Maroc - Nombre de portes : 5 - Première main Contactez-moi pour plus d'informations.,https://www.avito.ma/fr/ouled_oujih/voitures_d_occasion/Mercedes_Benz_Classe_ML_Diesel_Automatique_2012_57882450.htm
77357012,57882458,Mégane 3 modèle 2014,115000,DH,Marrakech,Hay Izdihar,"Marrakech, Hay Izdihar",Renault,Megane,2014,165000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Non,5,"CD/MP3/Bluetooth, Caméra de recul, Climatisation, Limiteur de vitesse, Radar de recul, Verrouillage centralisé à distance, Vitres électriques",Tariq fadili,private,0665966495,2026-05-07T13:08:02Z,Mégane 3 modèle 11/2024,https://www.avito.ma/fr/hay_izdihar/voitures_d_occasion/Mégane_3_modèle_2014_57882458.htm
77122267,57663917,Audi Q5 Hybride Automatique 2026 à Oujda,,,Oujda,Boustane,"Oujda, Boustane",Audi,Q5,2026,0,Hybride,Automatique,9 CV,Excellent,Importée neuve,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",rachid,shop,0666752417,2026-05-07T12:59:59Z,Audi Q5 II 55 TFSI E-HYBRID 2026 367ch Black Edition quattro S,https://www.avito.ma/fr/boustane/voitures_d_occasion/Audi_Q5_Hybride_Automatique_2026_à_Oujda_57663917.htm
76767738,57335704,Range Rover Sport Dynamic,,,Casablanca,Val Fleuri,"Casablanca, Val Fleuri",Land Rover,Range Rover Sport,2019,140000,Diesel,Automatique,12 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",LEVING AUTO,shop,0661142423,2026-05-07T12:59:41Z,"Je mets en vente une magnifique Range Rover Sport Dynamic en excellent état. - Marque : Land Rover - Modèle : Range Rover Sport - Année : 2019 - Kilométrage : 140 000 km - Puissance fiscale : 12 CV - Carburant : Diesel - Boîte de vitesses : Automatique - Première main, WW au Maroc - Toit ouvrant, sièges cuir, jantes aluminium - Équipée de toutes les options de sécurité et de confort (GPS, caméra de recul, etc.) N'hésitez pas à me contacter pour plus d'informations.",https://www.avito.ma/fr/val_fleuri/voitures_d_occasion/Range_Rover_Sport_Dynamic_57335704.htm
77192782,57730610,Mercedes Benz S 350LD,,,Casablanca,Val Fleuri,"Casablanca, Val Fleuri",Mercedes-Benz,Classe S,2021,37000,Diesel,Automatique,12 CV,Excellent,Importée neuve,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",LEVING AUTO,shop,0661142423,2026-05-07T12:56:17Z,Je vends une Mercedes Benz S 350LD de 2021 en excellent état. - Kilométrage : 37.000 km - Carburant : Diesel - Boîte de vitesses : Automatique - Puissance fiscale : 12 CV - Jantes aluminium - Climatisation - Airbags - Sièges cuir - Toit ouvrant - Caméra de recul - Radar de recul - Système de navigation/GPS - Vitres électriques - ABS - Régulateur de vitesse - Limiteur de vitesse - Ordinateur de bord - CD/MP3/Bluetooth - ESP - Verrouillage centralisé à distance - Origine : Importée neuve - Première main - Nombre de portes : 5 Contactez-moi pour plus d'informations.,https://www.avito.ma/fr/val_fleuri/voitures_d_occasion/Mercedes_Benz_S_350LD_57730610.htm
77356949,57882409,Kia Carnival,65000,DH,Ain Taoujdate,Toute la ville,"Ain Taoujdate, Toute la ville",Kia,Carnival,2003,300000,Diesel,Manuelle,8 CV,Excellent,Dédouanée,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Limiteur de vitesse, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",youssef,private,0719774727,2026-05-07T12:58:01Z,"Bon état, dédouane 2003, modèle 2016",https://www.avito.ma/fr/ain_taoujdate/voitures_d_occasion/Kia_Carnival_57882409.htm
77356940,57882393,1422 - Toyota Yaris 2018 expertisée avec financement,155000,DH,Casablanca,Autre secteur,"Casablanca, Autre secteur",Toyota,Yaris,2018,74100,Hybride,Automatique,6 CV,,,,,,autocash.ma,shop,0665666993,2026-05-07T12:56:21Z,"https://autocash.ma/fr/achat/voiture/1422 Autocash propose à la vente une voiture Toyota - Yaris, avec la finition 1.4 D-4D 90 City, à partir de 2 044 DH/mois. Cette voiture appartient à un particulier mais est gérée par Autocash. Elle a fait l'objet d'un contrôle rigoureux et vous pouvez consulter la synthèse de l'expertise sur notre plateforme. Autocash vous aide à trouver le financement approprié. Vous pouvez simuler votre crédit, vérifier votre éligibilité sur notre plateforme et nous vous accompagnerons dans toutes les démarches.",https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/1422___Toyota_Yaris_2018_expertisée_avec_financement_57882393.htm
77356923,57882373,Toyota Prado TX.L 2015 à vendre – Excellent état,295000,DH,Rissani,Toute la ville,"Rissani, Toute la ville",Toyota,Prado,2015,399899,Diesel,Automatique,12 CV,Excellent,WW au Maroc,Non,5,"Airbags, Climatisation, Jantes aluminium, Système de navigation/GPS",said mar,private,0702300867,2026-05-07T12:54:01Z,"Toyota Prado TX.L modèle 2015, très propre et bien entretenu, idéale pour la ville comme pour les longs trajets et aventures. * Motorisation puissante et fiable * Intérieur cuir confortable * Climatisation automatique * Caméra de recul * Système audio / Bluetooth * Jantes alliage * Entretien régulier * Véhicule en excellent état mécanique et esthétique Voiture robuste, confortable et économique pour sa catégorie. Papiers en règle. Prix intéressant. Pour plus d’informations, merci de me contacter.",https://www.avito.ma/fr/rissani/voitures_d_occasion/Toyota_Prado_TX_L_2015_à_vendre___Excellent_état_57882373.htm
77198477,57735954,Dacia Sandero Diesel Manuelle 2023 à Kénitra,,,Kénitra,,Kénitra,Dacia,Sandero,2023,120000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Auto Tihad,shop,0667410042,2026-05-07T12:50:10Z,Dacia Sandero Modèle 2023 Diesel En Excellent État,https://www.avito.ma/fr/kénitra/voitures_d_occasion/Dacia_Sandero_Diesel_Manuelle_2023_à_Kénitra_57735954.htm
77390661,57913472,Citroën Berlingo,198000,DH,Marrakech,Massira 3,"Marrakech, Massira 3",Citroën,Berlingo,2021,95000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, Climatisation, Jantes aluminium, Vitres électriques",fadwa,private,0707202594,2026-05-13T12:50:02Z,"Bonne voiture, qui la veut, qu'il soit le bienvenu...",https://www.avito.ma/fr/massira_3/voitures_d_occasion/Citroën_Berlingo_57913472.htm
77356621,57882318,Golf 7 modèle 2013,149000,DH,Inzegan,Toute la ville,"Inzegan, Toute la ville",Volkswagen,Golf 7,2013,220,Diesel,Automatique,8 CV,Très bon,,Non,,"Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",abd,private,0600277814,2026-05-07T12:48:58Z,Golf 7 bon état jamais accidentée Automatique 2 litres,https://www.avito.ma/fr/inzegan/voitures_d_occasion/Golf_7_modèle_2013_57882318.htm
77356529,57882310,Modèle 2013,90000,DH,Safi,Jerifat,"Safi, Jerifat",Ford,Transit,2013,600,Diesel,Manuelle,7 CV,Bon,WW au Maroc,Non,3,,Abderrahim Fahrouri,private,0651316928,2026-05-07T12:48:02Z,Marque Ford Forgan,https://www.avito.ma/fr/jerifat/voitures_d_occasion/Modèle_2013_57882310.htm
77356584,57882312,La meilleure offre de vente pour une Audi Q3 2023,340000,DH,El Jadida,Plateau,"El Jadida, Plateau",Audi,Q3,2023,58000,Diesel,Automatique,14 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Amine soubari,private,0661130044,2026-05-07T12:48:34Z,Prix négociable pour plus d’informations.,https://www.avito.ma/fr/plateau/voitures_d_occasion/La_meilleure_offre_de_vente_pour_une_Audi_Q3_2023_57882312.htm
77356588,57882315,Volkswagen Golf 8 2022 diesel,275000,DH,Béni Mellal,Toute la ville,"Béni Mellal, Toute la ville",Volkswagen,Golf 8,2022,132,Diesel,Automatique,8 CV,Excellent,Dédouanée,Oui,5,,Youssef,private,0642831089,2026-05-07T12:48:44Z,"Je vends une Volkswagen Golf 8 de 2022, dédouanée fin 2024 en excellent état. - Kilométrage : 132 km - Marque : Volkswagen - Modèle : Golf 8 - Année-Modèle : 2022 - Puissance fiscale : 8 CV - Type de carburant : Diesel - Boite de vitesses : Automatique - Origine : Dédouanée - Nombre de portes : 5 - Première main : Oui Contactez-moi pour plus d'informations.",https://www.avito.ma/fr/béni_mellal/voitures_d_occasion/Volkswagen_Golf_8_2022_diesel_57882315.htm
77356887,57882327,Voiture neuve première main,180000,DH,Tanger,Iberie,"Tanger, Iberie",Skoda,Scala,2022,111000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Yasin,private,0699390597,2026-05-07T12:49:08Z,"🚗 Skoda Scala Diesel 2022 – Très bon état – Je mets en vente ma Skoda Scala en excellent état général, bien entretenue et prête à rouler sans aucun frais. 🔹 Caractéristiques principales : - 📅 Année : 2022 - ⛽ Motorisation : Diesel - ⚙️ Puissance fiscale : 6 CV - 📍 Kilométrage : 111 000 km - 🚘 Boîte : Manuelle - 👥 Nombre de places : 5 🔹 Équipements : - Écran tactile multimédia - Bluetooth / USB - Volant multifonction - Climatisation - Radar de stationnement - Ordinateur de bord - Direction assistée - Fermeture centralisée 🔹 État du véhicule : - Intérieur propre - Carrosserie en bon état - Aucun problème mécanique - Entretien régulier 💰 Prix : 190 000 DH (légèrement négociable) 📍 Visible à Tanger 📞 Contact :",https://www.avito.ma/fr/iberie/voitures_d_occasion/Voiture_neuve_première_main_57882327.htm
77356631,57882329,Mercedes C 250 4 Matic,210000,DH,Rabat,Quartier de l'Océan,"Rabat, Quartier de l'Océan",Mercedes-Benz,Classe C,2014,145000,Diesel,Automatique,9 CV,Très bon,Importée neuve,Non,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",sara bella,private,,2026-05-07T12:49:15Z,Je mets en vente ma voiture en état très propre (les intéressés laissez-moi un message et je vous enverrai mon numéro).,https://www.avito.ma/fr/quartier_de_l_océan/voitures_d_occasion/Mercedes_C_250_4_Matic_57882329.htm
77356434,57882296,"Voiture excellente, voiture neuve",109000,DH,Rabat,Hay el Fath,"Rabat, Hay el Fath",Dacia,Logan,2017,200,Diesel,Manuelle,7 CV,Très bon,WW au Maroc,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Verrouillage centralisé à distance, Vitres électriques",Adam Hajjaj,private,0766610346,2026-05-07T12:46:59Z,Voiture neuve,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Voiture_excellente__voiture_neuve_57882296.htm
77356852,57882274,Fiat 500 Essence Manuelle 2014 à Mohammedia,95000,DH,Mohammedia,,Mohammedia,Fiat,500,2014,85000,Essence,Manuelle,4 CV,Excellent,WW au Maroc,Oui,3,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Limiteur de vitesse, Régulateur de vitesse, Toit ouvrant, Vitres électriques",Mahfod,private,0638958675,2026-05-07T12:45:01Z,Fiat 500 sport excellent état 85000 km première main,https://www.avito.ma/fr/mohammedia/voitures_d_occasion/Fiat_500_Essence_Manuelle_2014_à_Mohammedia_57882274.htm
77198462,57735943,Citroën Berlingo Diesel Manuelle 2017 à Kénitra,,,Kénitra,,Kénitra,Citroën,Berlingo,2017,170000,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques",Auto Tihad,shop,0667410042,2026-05-07T12:44:30Z,Bonjour Citroën Berlingo Modèle 2017 Diesel En Excellent État,https://www.avito.ma/fr/kénitra/voitures_d_occasion/Citroën_Berlingo_Diesel_Manuelle_2017_à_Kénitra_57735943.htm
77356854,57882277,Fiat uno italienne 2003/11 Diesel 6CV.,25000,DH,Bouznika,Autre secteur,"Bouznika, Autre secteur",Fiat,Uno,2003,400000,Diesel,Manuelle,6 CV,Très bon,WW au Maroc,Non,5,CD/MP3/Bluetooth,adil bouznika,private,0701302489,2026-05-07T12:45:01Z,Fiat uno italienne 🇮🇹 2003/11 Diesel ⛽ 6CV.,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Fiat_uno_italienne_2003_11_Diesel_6CV__57882277.htm
77356832,57882258,Toyota Corolla Millenium 2008 – Très bon état,85000,DH,Laâyoune,Toute la ville,"Laâyoune, Toute la ville",Toyota,Corolla,2008,232750,Essence,Manuelle,9 CV,Très bon,,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, Jantes aluminium, Vitres électriques",لعروصي,private,0629769341,2026-05-07T12:43:01Z,"Toyota Corolla Millenium 2008 à vendre, en très bon état. Voiture propre et bien entretenue, moteur en bon état, faible consommation. Climatisation, vitres électriques, fermeture centralisée. Tous les papiers sont en règle. Prix intéressant. Pour plus d’informations, merci de me contacter.",https://www.avito.ma/fr/laâyoune/voitures_d_occasion/Toyota_Corolla_Millenium_2008___Très_bon_état_57882258.htm
77356833,57882253,Ford Fiesta Diesel Manuelle 2015 à Rabat,103000,DH,Rabat,Yacoub El Mansour,"Rabat, Yacoub El Mansour",Ford,Fiesta,2015,200000,Diesel,Manuelle,7 CV,Excellent,WW au Maroc,Non,5,,Walid Bouni,private,0762281030,2026-05-07T12:42:04Z,Ford Fiesta Modèle : 2015 Boîte : Manuelle 200k km Tout option Diesel,https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/Ford_Fiesta_Diesel_Manuelle_2015_à_Rabat_57882253.htm
77356809,57882239,Renault Express confortable,155000,DH,Settat,,Settat,Renault,Express,2024,53600,Diesel,Manuelle,6 CV,Excellent,WW au Maroc,Oui,5,Climatisation,Idriss fat,private,0640955336,2026-05-07T12:40:02Z,Voiture familiale confortable et économique.,https://www.avito.ma/fr/settat/voitures_d_occasion/Renault_Express_confortable_57882239.htm
77390581,57913408,HYUNDAI KONA 2.0 FULL ESSENCE,270000,DH,Casablanca,Aïn Chock,"Casablanca, Aïn Chock",Hyundai,Kona,2024,10000,Essence,Automatique,11 CV,Excellent,Dédouanée,Oui,5,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques",Mohamed,private,,2026-05-13T12:39:03Z,"🚘 Hyundai KONA 2.0L Deluxe Finition – 2024 à vendre Je mets en vente une Hyundai Kona en excellent état, comme neuve. ✔️ Année : 2024 ✔️ Motorisation : 2.0L Essence ✔️ Boîte automatique ✔️ Kilométrage : 10 000 km ✔️ Couleur : Gris ✔️ Finition Deluxe ✔️ Jamais accidentée ✔️ Entretien effectué chez la maison ✔️ Disponible immédiatement 📍 Ville : Casablanca Voiture très propre, confortable et économique, idéale pour la ville comme pour les longs trajets. 📞 Pour plus d’informations, merci de me contacter.",https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/HYUNDAI_KONA_2_0_FULL_ESSENCE_57913408.htm
77356796,57882226,Marrakech Ait Ourir,40000,DH,Marrakech,Route de Ouarzazate,"Marrakech, Route de Ouarzazate",Hyundai,Accent,2004,400,Diesel,Manuelle,6 CV,Bon,WW au Maroc,,,"CD/MP3/Bluetooth, Climatisation, ESP, Sièges cuir, Vitres électriques",اسماعيل بن تاجة,private,0602066371,2026-05-07T12:38:40Z,Je mets en vente une voiture Hyundai Accent modèle 2004 en bon état. - Type de carburant : Diesel - Boîte de vitesses : Manuelle - Puissance fiscale : 6 CV - Droits de douane : Achetée au Maroc - Climatisation - Sièges en cuir - Vitres électriques - ESP (Système de contrôle électronique de stabilité) - CD/MP3/Bluetooth Contactez-moi si vous êtes intéressé.,https://www.avito.ma/fr/route_de_ouarzazate/voitures_d_occasion/Marrakech_Ait_Ourir_57882226.htm
77356318,57882229,Kia Sportage Modèle 2014,98000,DH,Moulay Bousselham,Toute la ville,"Moulay Bousselham, Toute la ville",Kia,Sportage,2014,130,Diesel,Automatique,6 CV,Très bon,WW au Maroc,Oui,5,,Mohamed,private,0704466780,2026-05-07T12:38:44Z,Kia Sportage Modèle 2014,https://www.avito.ma/fr/moulay_bousselham/voitures_d_occasion/Kia_Sportage_Modèle_2014_57882229.htm
